GeneA,GeneB,UniprotA,UniprotB
RIPK2,SOX2,O43353,P48431
RIPK2,POLR3D,O43353,P05423
RIPK2,TUBB4B,O43353,P68371
RIPK2,PSME1,O43353,Q06323
RIPK2,UBE2V1,O43353,Q13404
IRGM,ATG16L1,A1A4Y4,Q676U5
ATG16L1,IRGM,Q676U5,A1A4Y4
IRGM,IRGM,A1A4Y4,A1A4Y4
IRGM,ULK1,A1A4Y4,O75385
IRGM,AMBRA1,A1A4Y4,Q9C0C7
IRGM,BECN1,A1A4Y4,Q14457
BECN1,IRGM,Q14457,A1A4Y4
IRGM,ATG14,A1A4Y4,Q6ZNE5
IRGM,ATG16L1,A1A4Y4,Q676U5
ATG16L1,IRGM,Q676U5,A1A4Y4
IRGM,NOD2,A1A4Y4,Q9HC29
NOD2,IRGM,Q9HC29,A1A4Y4
NOD2,IRGM,Q9HC29,A1A4Y4
IRGM,NOD1,A1A4Y4,Q9Y239
DDX58,IRGM,O95786,A1A4Y4
IRGM,TLR3,A1A4Y4,O15455
IRGM,NOD2,A1A4Y4,Q9HC29
NOD2,IRGM,Q9HC29,A1A4Y4
NOD2,IRGM,Q9HC29,A1A4Y4
IRGM,DDX58,A1A4Y4,O95786
IRGM,ULK1,A1A4Y4,O75385
IRGM,NOD1,A1A4Y4,Q9Y239
IRGM,NPHS2,A1A4Y4,Q9NP85
IRGM,IRGM,A1A4Y4,A1A4Y4
IRGM,AMBRA1,A1A4Y4,Q9C0C7
IRGM,TLR3,A1A4Y4,O15455
IRGM,HSD3B7,A1A4Y4,Q9H2F3
IRGM,BECN1,A1A4Y4,Q14457
IRGM,YWHAE,A1A4Y4,P62258
IRGM,NOD2,A1A4Y4,Q9HC29
IRGM,ATG16L1,A1A4Y4,Q676U5
IRGM,ATG14,A1A4Y4,Q6ZNE5
ADAM30,LCLAT1,Q9UKF2,Q6UWP7
ADAM30,ADAMTS2,Q9UKF2,O95450
MUSK,ADAM30,O15146,Q9UKF2
ADAM30,SEC11C,Q9UKF2,Q9BY50
ADAM30,FOXF2,Q9UKF2,Q12947
ADAM30,SEMA6A,Q9UKF2,Q9H2E6
ADAM30,CANX,Q9UKF2,P27824
ADAM30,USP30,Q9UKF2,Q70CQ3
ADAM30,MTF2,Q9UKF2,Q9Y483
ADAM30,SPCS2,Q9UKF2,Q15005
ADAM30,PLXNA2,Q9UKF2,O75051
ADAM30,METTL7B,Q9UKF2,Q6UX53
MUSK,ADAM30,O15146,Q9UKF2
ADAMDEC1,ADAM30,O15204,Q9UKF2
ADAM12,ADAM30,O43184,Q9UKF2
ADAM20,ADAM30,O43506,Q9UKF2
PLXNA2,ADAM30,O75051,Q9UKF2
ADAM23,ADAM30,O75077,Q9UKF2
ADAMTS2,ADAM30,O95450,Q9UKF2
CANX,ADAM30,P27824,Q9UKF2
ADAMTS12,ADAM30,P58397,Q9UKF2
ADAMTS20,ADAM30,P59510,Q9UKF2
ADAM8,ADAM30,P78325,Q9UKF2
FOXF2,ADAM30,Q12947,Q9UKF2
ADAM9,ADAM30,Q13443,Q9UKF2
SPCS2,ADAM30,Q15005,Q9UKF2
LCLAT1,ADAM30,Q6UWP7,Q9UKF2
METTL7B,ADAM30,Q6UX53,Q9UKF2
USP30,ADAM30,Q70CQ3,Q9UKF2
ADAM32,ADAM30,Q8TC27,Q9UKF2
ADAMTS17,ADAM30,Q8TE56,Q9UKF2
ADAMTS18,ADAM30,Q8TE60,Q9UKF2
ADAMTS14,ADAM30,Q8WXS8,Q9UKF2
ADAM2,ADAM30,Q99965,Q9UKF2
SEC11C,ADAM30,Q9BY50,Q9UKF2
ADAM33,ADAM30,Q9BZ11,Q9UKF2
ADAM19,ADAM30,Q9H013,Q9UKF2
SEMA6A,ADAM30,Q9H2E6,Q9UKF2
ADAM7,ADAM30,Q9H2U9,Q9UKF2
ADAMTS10,ADAM30,Q9H324,Q9UKF2
ADAMTS9,ADAM30,Q9P2N4,Q9UKF2
ADAM30,ADAM28,Q9UKF2,Q9UKQ2
ADAM30,ADAMTS5,Q9UKF2,Q9UNA0
ADAM30,ADAMTS8,Q9UKF2,Q9UP79
ADAM30,ADAMTS7,Q9UKF2,Q9UKP4
ADAM30,MTF2,Q9UKF2,Q9Y483
ADAM30,ADAM29,Q9UKF2,Q9UKF5
ADAM30,ADAM18,Q9UKF2,Q9Y3Q7
IL6ST,TLE1,P40189,Q04724
IL6ST,CNTFR,P40189,P26992
CNTFR,IL6ST,P26992,P40189
AR,IL6ST,P10275,P40189
LIFR,IL6ST,P42702,P40189
CDK9,IL6ST,P50750,P40189
JAK1,IL6ST,P23458,P40189
JAK1,IL6ST,P23458,P40189
IL6R,IL6ST,P08887,P40189
IL6ST,PTPN11,P40189,Q06124
IL6ST,SOCS3,P40189,O14543
IL6ST,SOCS3,P40189,O14543
IL6ST,PTPN6,P40189,P29350
SHC1,IL6ST,P29353,P40189
SHC1,IL6ST,P29353,P40189
IL6ST,JAK1,P40189,P23458
IL6ST,PRKCD,P40189,Q05655
IL6ST,STAT3,P40189,P40763
IL6ST,PIK3R1,P40189,P27986
HCK,IL6ST,P08631,P40189
IL6ST,ERBB2,P40189,P04626
ERBB2,IL6ST,P04626,P40189
IL6ST,ERBB3,P40189,P21860
IL6ST,VAV1,P40189,P15498
IL6ST,GRB2,P40189,P62993
IL6ST,GRB2,P40189,P62993
IL6ST,LIFR,P40189,P42702
IL6ST,OSMR,P40189,Q99650
IL6ST,TLE1,P40189,Q04724
IL6ST,PTPN11,P40189,Q06124
IL6ST,JAK1,P40189,P23458
IL6ST,JAK2,P40189,O60674
IL6ST,TYK2,P40189,P29597
IL6ST,PTPN11,P40189,Q06124
IL6ST,SOCS3,P40189,O14543
IL6ST,PTPN11,P40189,Q06124
IL6ST,MAGEA11,P40189,P43364
IL6ST,UBQLN1,P40189,Q9UMX0
IL6ST,KCNIP3,P40189,Q9Y2W7
IL6ST,SGTB,P40189,Q96EQ0
PYCARD,IL6ST,Q9ULZ3,P40189
OSM,IL6ST,P13725,P40189
SOCS3,IL6ST,O14543,P40189
OSM,IL6ST,P13725,P40189
CDH1,IL6ST,P12830,P40189
-,IL6ST,,P40189
PIK3R2,IL6ST,O00459,P40189
TRAF5,IL6ST,O00463,P40189
SH2B2,IL6ST,O14492,P40189
SOCS3,IL6ST,O14543,P40189
TNFSF11,IL6ST,O14788,P40189
MSTN,IL6ST,O14793,P40189
NCR3,IL6ST,O14931,P40189
HGS,IL6ST,O14964,P40189
SMAD7,IL6ST,O15105,P40189
EPHB6,IL6ST,O15197,P40189
MID1,IL6ST,O15344,P40189
TP73,IL6ST,O15350,P40189
SOCS1,IL6ST,O15524,P40189
NCK2,IL6ST,O43639,P40189
DSCAM,IL6ST,O60469,P40189
NPHS1,IL6ST,O60500,P40189
MGEA5,IL6ST,O60502,P40189
FCMR,IL6ST,O60667,P40189
JAK2,IL6ST,O60674,P40189
ICOSLG,IL6ST,O75144,P40189
TNFSF13,IL6ST,O75888,P40189
NCR1,IL6ST,O76036,P40189
SLIT2,IL6ST,O94813,P40189
NFASC,IL6ST,O94856,P40189
CAMTA2,IL6ST,O94983,P40189
EPM2A,IL6ST,"B3EWF7, O95278",P40189
MPZL1,IL6ST,O95297,P40189
BMP10,IL6ST,O95393,P40189
PPP1R3D,IL6ST,O95685,P40189
CRTAM,IL6ST,O95727,P40189
IL18BP,IL6ST,O95998,P40189
ABL1,IL6ST,P00519,P40189
EGFR,IL6ST,P00533,P40189
PLAT,IL6ST,P00750,P40189
CFB,IL6ST,P00751,P40189
A2M,IL6ST,P01023,P40189
C3,IL6ST,P01024,P40189
FOS,IL6ST,P01100,P40189
PDGFB,IL6ST,P01127,P40189
TGFB1,IL6ST,P01137,P40189
PRL,IL6ST,P01236,P40189
GH1,IL6ST,P01241,P40189
VIP,IL6ST,P01282,P40189
IFNB1,IL6ST,P01574,P40189
IL1B,IL6ST,P01584,P40189
EPO,IL6ST,P01588,P40189
IGKV1D-33,IL6ST,,P40189
IGKV1-33,IL6ST,,P40189
CD4,IL6ST,P01730,P40189
CD8A,IL6ST,P01732,P40189
HLA-DRA,IL6ST,P01903,P40189
APOE,IL6ST,P02649,P40189
C1QC,IL6ST,P02747,P40189
FN1,IL6ST,P02751,P40189
HPX,IL6ST,P02790,P40189
ESR1,IL6ST,P03372,P40189
KLKB1,IL6ST,P03952,P40189
PDGFA,IL6ST,P04085,P40189
CSF2,IL6ST,P04141,P40189
THY1,IL6ST,P04216,P40189
CD74,IL6ST,P04233,P40189
-,IL6ST,,P40189
ERBB2,IL6ST,P04626,P40189
TP53,IL6ST,P04637,P40189
ITGB3,IL6ST,P05106,P40189
IL4,IL6ST,P05112,P40189
IL5,IL6ST,P05113,P40189
IL6,IL6ST,P05231,P40189
ICAM1,IL6ST,P05362,P40189
INSR,IL6ST,P06213,P40189
C2,IL6ST,P06681,P40189
CD2,IL6ST,P06729,P40189
C8G,IL6ST,P07360,P40189
CD3E,IL6ST,P07766,P40189
IGF1R,IL6ST,P08069,P40189
SYP,IL6ST,P08247,P40189
MET,IL6ST,P08581,P40189
HCK,IL6ST,P08631,P40189
IL3,IL6ST,P08700,P40189
IL6R,IL6ST,P08887,P40189
CD48,IL6ST,P09326,P40189
PDGFRB,IL6ST,P09619,P40189
FGR,IL6ST,P09769,P40189
CSF3,IL6ST,P09919,P40189
AR,IL6ST,P10275,P40189
PTPRF,IL6ST,P10586,P40189
KIT,IL6ST,P10721,P40189
CD28,IL6ST,P10747,P40189
GHR,IL6ST,P10912,P40189
CD8B,IL6ST,P10966,P40189
ITGAM,IL6ST,P11215,P40189
BCR,IL6ST,P11274,P40189
FCER1A,IL6ST,P12319,P40189
CDH1,IL6ST,P12830,P40189
SRC,IL6ST,P12931,P40189
IL7,IL6ST,P13232,P40189
CCL2,IL6ST,P13500,P40189
CCL5,IL6ST,P13501,P40189
NCAM1,IL6ST,P13591,P40189
VCAN,IL6ST,P13611,P40189
CEACAM1,IL6ST,P13688,P40189
OSM,IL6ST,P13725,P40189
F3,IL6ST,P13726,P40189
IL1R1,IL6ST,P14778,P40189
IL2RB,IL6ST,P14784,P40189
LIF,IL6ST,P15018,P40189
PVR,IL6ST,P15151,P40189
VAV1,IL6ST,P15498,P40189
CSF2RA,IL6ST,P15509,P40189
CD46,IL6ST,P15529,P40189
VEGFA,IL6ST,P15692,P40189
CD1D,IL6ST,P15813,P40189
CD44,IL6ST,P16070,P40189
PDGFRA,IL6ST,P16234,P40189
PECAM1,IL6ST,P16284,P40189
CTLA4,IL6ST,P16410,P40189
PRLR,IL6ST,P16471,P40189
IL7R,IL6ST,P16871,P40189
IFNAR1,IL6ST,P17181,P40189
ITGA2,IL6ST,P17301,P40189
PTPN2,IL6ST,P17706,P40189
FLT1,IL6ST,P17948,P40189
EPOR,IL6ST,P19235,P40189
VCAM1,IL6ST,P19320,P40189
TNFRSF1A,IL6ST,P19438,P40189
ITIH1,IL6ST,P19827,P40189
CD33,IL6ST,P20138,P40189
ITGAL,IL6ST,P20701,P40189
IL11,IL6ST,P20809,P40189
RASA1,IL6ST,P20936,P40189
ERBB3,IL6ST,P21860,P40189
BMP6,IL6ST,P22004,P40189
IL10,IL6ST,P22301,P40189
JAK1,IL6ST,P23458,P40189
PTPRB,IL6ST,P23467,P40189
PTPRE,IL6ST,P23469,P40189
IL4R,IL6ST,P24394,P40189
IGFBP5,IL6ST,P24593,P40189
TNC,IL6ST,P24821,P40189
CD40,IL6ST,P25942,P40189
CNTF,IL6ST,P26441,P40189
IL3RA,IL6ST,P26951,P40189
CNTFR,IL6ST,P26992,P40189
ARNT,IL6ST,P27540,P40189
PIK3R1,IL6ST,P27986,P40189
EPHA3,IL6ST,P29320,P40189
EPHB2,IL6ST,P29323,P40189
PTPN6,IL6ST,P29350,P40189
SHC1,IL6ST,P29353,P40189
IL12A,IL6ST,P29459,P40189
IL12B,IL6ST,P29460,P40189
TYK2,IL6ST,P29597,P40189
CSF2RB,IL6ST,P32927,P40189
CD80,IL6ST,P33681,P40189
IL13,IL6ST,P35225,P40189
THBS4,IL6ST,P35443,P40189
KDR,IL6ST,P35968,P40189
IL6ST,TIGIT,P40189,Q495A1
IL6ST,IL26,P40189,Q9NPH9
IL6ST,PLCE1,P40189,Q9P212
IL6ST,CTF1,P40189,Q16619
IL6ST,CAV1,P40189,Q03135
IL6ST,PTK2,P40189,Q05397
IL6ST,IL23A,P40189,Q9NPF7
IL6ST,PLCL1,P40189,Q15111
IL6ST,LIFR,P40189,P42702
IL6ST,CUL5,P40189,Q93034
IL6ST,ALPK3,P40189,Q96L96
IL6ST,SIRPG,P40189,Q9P1W8
IL6ST,CISH,P40189,Q9NSE2
IL6ST,RELA,P40189,Q04206
IL6ST,STAT5A,P40189,P42229
IL6ST,NKX2-3,P40189,Q8TAU0
IL6ST,CDK9,P40189,P50750
IL6ST,PTPRU,P40189,Q92729
IL6ST,KCNIP3,P40189,Q9Y2W7
IL6ST,CD79B,P40189,P40259
IL6ST,GDF10,P40189,P55107
IL6ST,IL2,P40189,P60568
IL6ST,GRB2,P40189,P62993
IL6ST,OSMR,P40189,Q99650
IL6ST,AKAP1,P40189,Q92667
IL6ST,STAT3,P40189,P40763
IL6ST,DSCAML1,P40189,Q8TD84
IL6ST,TPM4,P40189,P67936
IL6ST,CLCF1,P40189,Q9UBD9
IL6ST,EFNB1,P40189,P98172
IL6ST,BOC,P40189,Q9BWV1
IL6ST,EPHB4,P40189,P54760
IL6ST,STAT5B,P40189,P51692
IL6ST,IL18,P40189,Q14116
IL6ST,PTK2B,P40189,Q14289
IL6ST,NFKBIB,P40189,Q15653
IL6ST,MALT1,P40189,Q9UDY8
IL6ST,GAB1,P40189,Q13480
IL6ST,CNTN4,P40189,Q8IWV2
IL6ST,PDGFD,P40189,Q9GZP0
IL6ST,DDR1,P40189,Q08345
IL6ST,ALMS1,P40189,Q8TCU4
IL6ST,PTPRJ,P40189,Q12913
IL6ST,MYLK,P40189,Q15746
IL6ST,IL31,P40189,Q6EBC2
IL6ST,HEYL,P40189,Q9NQ87
IL6ST,IL31RA,P40189,"Q8NI17
"
IL6ST,PYCARD,P40189,Q9ULZ3
IL6ST,CDON,P40189,Q4KMG0
IL6ST,PDCD1LG2,P40189,Q9BQ51
IL6ST,MPL,P40189,P40238
IL6ST,JAG1,P40189,P78504
IL6ST,CMYA5,P40189,Q8N3K9
IL6ST,SHC2,P40189,P98077
IL6ST,UBQLN1,P40189,Q9UMX0
IL6ST,IL22,P40189,Q9GZX6
IL6ST,MYOM2,P40189,P54296
IL6ST,LEF1,P40189,Q9UJU2
IL6ST,PRKCD,P40189,Q05655
IL6ST,IL21,P40189,Q9HBE4
IL6ST,LY9,P40189,Q9HBG7
IL6ST,LMCD1,P40189,Q9NZU5
IL6ST,NELL1,P40189,Q92832
IL6ST,PCDH12,P40189,Q9NPG4
IL6ST,CD86,P40189,P42081
IL6ST,IFNAR2,P40189,P48551
IL6ST,MESP1,P40189,Q9BRJ9
IL6ST,IL27,P40189,Q8NEV9
IL6ST,IL20RB,P40189,Q6UXL0
IL6ST,MYBPC2,P40189,Q14324
IL6ST,IL20,P40189,Q9NYY1
IL6ST,GAB2,P40189,Q9UQC2
IL6ST,ABI3BP,P40189,Q7Z7G0
IL6ST,ROBO4,P40189,Q8WZ75
IL6ST,B2M,P40189,P61769
IL6ST,NFAM1,P40189,Q8NET5
IL6ST,ILDR2,P40189,Q71H61
IL6ST,NECTIN2,P40189,Q92692
IL6ST,IFNL1,P40189,Q8IU54
IL6ST,TNFRSF14,P40189,Q92956
IL6ST,TNN,P40189,Q9UQP3
IL6ST,MATK,P40189,P42679
IL6ST,IGFBP7,P40189,Q16270
IL6ST,KAZALD1,P40189,Q96I82
IL6ST,IL13RA1,P40189,P78552
IL6ST,CD276,P40189,Q5ZPR3
IL6ST,COL20A1,P40189,Q9P218
IL6ST,ITK,P40189,Q08881
IL6ST,GATA4,P40189,P43694
IL6ST,TRIM25,P40189,Q14258
IL6ST,SGTB,P40189,Q96EQ0
IL6ST,IL10RA,P40189,Q13651
IL6ST,ACVR1,P40189,Q04771
IL6ST,SIGIRR,P40189,Q6IA17
IL6ST,MAPK8IP2,P40189,Q13387
IL6ST,CX3CL1,P40189,P78423
IL6ST,LMO4,P40189,P61968
IL6ST,IRS2,P40189,Q9Y4H2
IL6ST,CSF3R,P40189,Q99062
IL6ST,SHC3,P40189,Q92529
IL6ST,AGER,P40189,Q15109
IL6ST,PTK6,P40189,Q13882
IL6ST,EBI3,P40189,Q14213
IL6ST,CHRD,P40189,Q9H2X0
IL6ST,MYOT,P40189,Q9UBF9
IL6ST,ABL2,P40189,P42684
IL6ST,IL12RB1,P40189,P42701
IL6ST,PLA2G4A,P40189,P47712
IL6ST,SUPT6H,P40189,Q7KZ85
IL6ST,SYK,P40189,P43405
IL6ST,GRB10,P40189,Q13322
IL6ST,ZAP70,P40189,P43403
IL6ST,PTPN11,P40189,Q06124
IL6ST,FOXO1,P40189,Q12778
IL6ST,SLAMF7,P40189,Q9NQ25
IL6ST,IL6ST,P40189,P40189
IL6ST,IL27RA,P40189,Q6UWB1
IL6ST,PIK3R3,P40189,Q92569
IL6ST,JAK3,P40189,P52333
IL6ST,ITIH3,P40189,Q06033
IL6ST,ITGA1,P40189,P56199
IL6ST,IL22RA2,P40189,Q969J5
IL6ST,TBX21,P40189,Q9UL17
IL6ST,TNFSF13B,P40189,Q9Y275
IL6ST,PTPN18,P40189,Q99952
IL6ST,ERBB4,P40189,Q15303
IL6ST,ROBO1,P40189,Q9Y6N7
IL6ST,PKD1,P40189,P98161
IL6ST,RBM15,P40189,Q96T37
IL6ST,IL12RB2,P40189,Q99665
IL6ST,IFNK,P40189,Q9P0W0
IL6ST,COL12A1,P40189,Q99715
IL6ST,CBLC,P40189,Q9ULV8
IL6ST,PLAUR,P40189,Q03405
IL6ST,CD274,P40189,Q9NZQ7
IL6ST,PILRB,P40189,Q9UKJ0
IL6ST,FRS2,P40189,Q8WU20
IL6ST,MAGEA11,P40189,P43364
IL6ST,PPP1R3A,P40189,Q16821
IL6ST,KIR3DS1,P40189,Q14943
IL6ST,ITIH4,P40189,Q14624
IL6ST,BMPR2,P40189,Q13873
IL6ST,RUNX2,P40189,Q13950
IL6ST,DAG1,P40189,Q14118
IL6ST,STAT1,P40189,P42224
IL6ST,YWHAE,P40189,P62258
IL6ST,PTPRO,P40189,Q16827
IL6ST,TLE1,P40189,Q04724
IL6ST,STAT6,P40189,P42226
IL6ST,CD47,P40189,Q08722
IL6ST,SPACA3,P40189,Q8IXA5
IL6ST,ITIH6,P40189,Q6UXX5
IL6ST,MOG,P40189,Q16653
IL6ST,TNS2,P40189,Q63HR2
IL6ST,TP63,P40189,Q9H3D4
IL6ST,DCC,P40189,P43146
IL6ST,LEPR,P40189,P48357
IL6ST,BTLA,P40189,Q7Z6A9
IL6ST,IL11RA,P40189,Q14626
IL6ST,KIR3DL2,P40189,P43630
IL6ST,CDH13,P40189,P55290
IL6ST,MYBPC3,P40189,Q14896
IL6ST,PTPN12,P40189,Q05209
IL6ST,CNTN1,P40189,Q12860
IL6ST,TLE2,P40189,Q04725
IL6ST,IL15,P40189,P40933
IL6ST,PPP1R3B,P40189,Q86XI6
IL6ST,ZFP91,P40189,Q96JP5
IL6ST,TTN,P40189,Q8WZ42
IL6ST,CNTN6,P40189,Q9UQ52
IL6ST,MYBPH,P40189,Q13203
IL6ST,MAP3K5,P40189,Q99683
IL6ST,GRB7,P40189,Q14451
IL6ST,IL21R,P40189,Q9HBE5
IL6ST,ADIPOQ,P40189,Q15848
IL6ST,TNR,P40189,Q92752
IL6ST,CADM1,P40189,Q9BY67
IL6ST,CD83,P40189,Q01151
IL6ST,VSIG4,P40189,Q9Y279
IL6ST,PIK3CG,P40189,P48736
LGALS9,CTNNB1,O00182,P35222
LGALS9,JUP,O00182,P14923
LGALS9,SLC1A5,O00182,Q15758
LGALS9,P4HB,O00182,P07237
LGALS9,PDIA3,O00182,P30101
LGALS9,PDIA6,O00182,Q15084
LGALS9,PTPRK,O00182,Q15262
LGALS9,RNF13,O00182,O43567
LGALS9,KIAA0319L,O00182,Q8IZA0
LGALS9,ATP2B4,O00182,P23634
LGALS9,MET,O00182,P08581
LGALS9,SLC12A2,O00182,P55011
LGALS9,RRAGC,O00182,Q9HB90
LGALS9,MFAP3,O00182,P55082
LGALS9,COLEC12,O00182,Q5KU26
LGALS9,NID2,O00182,Q14112
LGALS9,ALCAM,O00182,Q13740
LGALS9,CD109,O00182,Q6YHK3
LGALS9,PTGFRN,O00182,Q9P2B2
LGALS9,NCR3LG1,O00182,Q68D85
LGALS9,SORL1,O00182,Q92673
LGALS9,PODXL,O00182,O00592
LGALS9,LAMB1,O00182,P07942
LGALS9,PTPRJ,O00182,Q12913
LGALS9,FN1,O00182,P02751
LGALS9,ZER1,O00182,Q7Z7L7
LGALS9,CD58,O00182,P19256
LGALS9,SLC12A4,O00182,Q9UP95
LGALS9,SLC12A6,O00182,Q9UHW9
LGALS9,LAMA4,O00182,Q16363
LGALS9,SLC29A1,O00182,Q99808
LGALS9,ATP11C,O00182,Q8NB49
LGALS9,NAGLU,O00182,P54802
LGALS9,LAMA1,O00182,P25391
LGALS9,LNPEP,O00182,Q9UIQ6
LGALS9,MAN2B1,O00182,O00754
LGALS9,PLXNA1,O00182,Q9UIW2
LGALS9,DAG1,O00182,Q14118
LGALS9,SLC4A7,O00182,Q9Y6M7
LGALS9,MRC2,O00182,Q9UBG0
LGALS9,ITGA4,O00182,P13612
LGALS9,SLC9A6,O00182,Q92581
LGALS9,SLC6A6,O00182,P31641
LGALS9,SLC12A7,O00182,Q9Y666
LGALS9,ENPP4,O00182,Q9Y6X5
LGALS9,ATP13A3,O00182,Q9H7F0
LGALS9,CD47,O00182,Q08722
LGALS9,ATP7A,O00182,Q04656
LGALS9,PTPN11,O00182,Q06124
LGALS9,LGALS3,O00182,P17931
LGALS9,RRAGB,O00182,Q5VZM2
LGALS9,FBLN1,O00182,P23142
LGALS9,ITGB1,O00182,P05556
LGALS9,SLC38A9,O00182,Q8NBW4
LGALS9,IGSF3,O00182,O75054
LGALS9,C2CD5,O00182,Q86YS7
LGALS9,MPZL1,O00182,O95297
LGALS9,LGALS9B,O00182,Q3B8N2
LGALS9,OSTM1,O00182,Q86WC4
LGALS9,LUM,O00182,P51884
LGALS9,CLCN3,O00182,P51790
LGALS9,CD63,O00182,P08962
LGALS9,PCDH9,O00182,Q9HC56
LGALS9,KIAA1549,O00182,Q9HCM3
LGALS9,ATG9A,O00182,Q7Z3C6
LGALS9,CSPG4,O00182,Q6UVK1
LGALS9,SLC12A9,O00182,Q9BXP2
LGALS9,SUSD5,O00182,O60279
LGALS9,SLC9A3R2,O00182,Q15599
PBK,LGALS9,Q96KB5,O00182
LGALS9C,LGALS9,Q6DKI2,O00182
USP39,LGALS9,Q53GS9,O00182
LGALS9,LRP1,O00182,Q07954
LGALS9C,LGALS9,Q6DKI2,O00182
LGALS9,ATP11C,O00182,Q8NB49
LGALS9,ZER1,O00182,Q7Z7L7
LGALS9,MAN2B1,O00182,O00754
LGALS9,NID1,O00182,P14543
PBK,LGALS9,Q96KB5,O00182
LGALS9,DAG1,O00182,Q14118
LGALS9,PTPRJ,O00182,Q12913
LGALS9,LAMA1,O00182,P25391
LGALS9,LAMA4,O00182,Q16363
LGALS9,RRAGB,O00182,Q5VZM2
LGALS9,ITGA4,O00182,P13612
LGALS9,SLC38A9,O00182,Q8NBW4
LGALS9,CSPG4,O00182,Q6UVK1
LGALS9,NID2,O00182,Q14112
LGALS9,CLCN3,O00182,P51790
LGALS9,KIAA1549,O00182,Q9HCM3
LGALS9,OSTM1,O00182,Q86WC4
LGALS9,PODXL,O00182,O00592
LGALS9,IGSF3,O00182,O75054
LGALS9,FN1,O00182,P02751
LGALS9,ATP2B4,O00182,P23634
LGALS9,SLC4A7,O00182,Q9Y6M7
LGALS9,SLC9A6,O00182,Q92581
LGALS9,MET,O00182,P08581
LGALS9,SLC12A6,O00182,Q9UHW9
LGALS9,ATG9A,O00182,Q7Z3C6
LGALS9,SLC9A3R2,O00182,Q15599
LGALS9,ALCAM,O00182,Q13740
LGALS9,ENPP4,O00182,Q9Y6X5
LGALS9,PTPRK,O00182,Q15262
LGALS9,SLC12A7,O00182,Q9Y666
LGALS9,LGALS9B,O00182,Q3B8N2
LGALS9,LNPEP,O00182,Q9UIQ6
LGALS9,CD109,O00182,Q6YHK3
LGALS9,RRAGC,O00182,Q9HB90
LGALS9,KIAA0319L,O00182,Q8IZA0
LGALS9,SLC12A4,O00182,Q9UP95
LGALS9,MRC2,O00182,Q9UBG0
LGALS9,LGALS3,O00182,P17931
LGALS9,PTPN11,O00182,Q06124
LGALS9,FBLN1,O00182,P23142
LGALS9,CD47,O00182,Q08722
LGALS9,ECE1,O00182,P42892
LGALS9,LAMB1,O00182,P07942
LGALS9,C2CD5,O00182,Q86YS7
LGALS9,RNF13,O00182,O43567
LGALS9,SLC6A6,O00182,P31641
LGALS9,TSPAN3,O00182,O60637
LGALS9,MFAP3,O00182,P55082
LGALS9,CD63,O00182,P08962
LGALS9,SLC12A2,O00182,P55011
LGALS9,ACP2,O00182,P11117
LGALS9,ATP13A3,O00182,Q9H7F0
LGALS9,SORL1,O00182,Q92673
LGALS9,COLEC12,O00182,Q5KU26
LGALS9,NAGLU,O00182,P54802
LGALS9,MPZL1,O00182,O95297
LGALS9,CD58,O00182,P19256
LGALS9,PLXNA1,O00182,Q9UIW2
LGALS9,PTGFRN,O00182,Q9P2B2
LGALS9,ITGB1,O00182,P05556
LGALS9,CD276,O00182,Q5ZPR3
GRIFIN,LGALS9,A4D1Z8,O00182
LGALS9,NAGLU,O00182,P54802
LGALS9,LGALS8,O00182,O00214
LGALS9,NCKAP1L,O00182,P55160
LGALS9,SORBS3,O00182,O60504
LGALS9,A2M,O00182,P01023
LGALS9,SLC12A6,O00182,Q9UHW9
LGALS9,CSPG4,O00182,Q6UVK1
LGALS9,GHRHR,O00182,Q02643
LGALS9,LAMA4,O00182,Q16363
LGALS9,C1QB,O00182,P02746
LGALS9,SYK,O00182,P43405
LGALS9,MFAP3,O00182,P55082
LGALS9,JUP,O00182,P14923
LGALS9,MPZL1,O00182,O95297
LGALS9,IKZF4,O00182,Q9H2S9
LGALS9,SLC6A6,O00182,P31641
LGALS9,PBK,O00182,Q96KB5
LGALS9,C1QA,O00182,P02745
LGALS9,CD276,O00182,Q5ZPR3
LGALS9,PDIA6,O00182,Q15084
LGALS9,MRC2,O00182,Q9UBG0
LGALS9,LYN,O00182,P07948
LGALS9,LGALSL,O00182,Q3ZCW2
LGALS9,KIAA0319L,O00182,Q8IZA0
LGALS9,CD74,O00182,P04233
LGALS9,SLC29A1,O00182,Q99808
LGALS9,RRAGC,O00182,Q9HB90
LGALS9,SCUBE2,O00182,Q9NQ36
LGALS9,HAVCR2,O00182,Q8TDQ0
LGALS9,SLC1A5,O00182,Q15758
LGALS9,HCLS1,O00182,P14317
LGALS9,BTK,O00182,Q06187
LGALS9,TNFRSF1A,O00182,P19438
LGALS9,ALCAM,O00182,Q13740
LGALS9,KIAA1549,O00182,Q9HCM3
LGALS9,APOB,O00182,P04114
LGALS9,PCDH9,O00182,Q9HC56
LGALS9,TLR6,O00182,Q9Y2C9
LGALS9,TNFSF10,O00182,P50591
LGALS9,LAMC1,O00182,P11047
LGALS9,USP39,O00182,Q53GS9
LGALS9,VAV1,O00182,P15498
LGALS9,FLNA,O00182,P21333
LGALS9,SQSTM1,O00182,Q13501
LGALS9,CD109,O00182,Q6YHK3
LGALS9,TRIM16,O00182,O95361
LGALS9,COLEC12,O00182,Q5KU26
LGALS9,FN1,O00182,P02751
